Submission ID,Respondent ID,Submitted at,À quelle tranche d'âge appartenez-vous ? ,"As-tu entendu parler de la semaine ""The Olympic Esports Series 2023"" ?",Quelles sont les épreuves que tu connais ?,Quelles sont les épreuves que tu connais ? (Danse (Just Dance)),Quelles sont les épreuves que tu connais ? (Tir à l'arc (Tic Tac Bow)),Quelles sont les épreuves que tu connais ? (Tir (Fortnite)),Quelles sont les épreuves que tu connais ? (Taekwondo (Virtual Taekwondo)),Quelles sont les épreuves que tu connais ? (Cyclisme (Zwift)),Quelles sont les épreuves que tu connais ? (Voile (Virtual Regatta)),Quelles sont les épreuves que tu connais ? (Baseball (Ebaseball : Power pros)),Quelles sont les épreuves que tu connais ? (Tennis (Tennis Clash)),Quelles sont les épreuves que tu connais ? (Moto (Gran Turismo)),Quelles sont les épreuves que tu connais ? (Echec (Chess.com)),Quelles sont les épreuves que tu connais ? (Triathlon (Zwift)),Quelles sont les épreuves que tu connais ? (Aucun),Connaissez-vous cette épreuve en raison de votre pratique du sport en question ou parce que vous l’avez découverte grâce à l’évènement ?,"Quelle a été votre expérience sur ""The Olympic Esports Series 2023"" ?

 [Visionnage (plateforme, fluidité)]","Quelle a été votre expérience sur ""The Olympic Esports Series 2023"" ?

 [Jeux choisies]","Quelle a été votre expérience sur ""The Olympic Esports Series 2023"" ?

 [Communications]","Connais-tu l'e-sport ? 
",Parmi ces jeux lesquels connais-tu?,Parmi ces jeux lesquels connais-tu? (League of Legends),Parmi ces jeux lesquels connais-tu? (Counter Strike),Parmi ces jeux lesquels connais-tu? (Call of Duty),Parmi ces jeux lesquels connais-tu? (Rocket League),Parmi ces jeux lesquels connais-tu? (Dota 2),Parmi ces jeux lesquels connais-tu? (Fortnite),Parmi ces jeux lesquels connais-tu? (Fifa),Parmi ces jeux lesquels connais-tu? (Trackmania),Parmi ces jeux lesquels connais-tu? (Street Fighter),Parmi ces jeux lesquels connais-tu? (Aucun),À quelle fréquence regardes-tu les compétitions ? ,"Pour toi, lequel est le plus attrayant : les sports olympiques traditionnels ou l'e-sport ?
",Penses-tu que le e-sport a sa place dans les JO ? ,Est-ce que tu serais plus enclin à regarder les JO si l’e-sport en faisait partie ?,"Parmi ces athlètes, lesquels connais-tu ?","Parmi ces athlètes, lesquels connais-tu ? (Teddy Riner)","Parmi ces athlètes, lesquels connais-tu ? (Lee Sang-hyeok (Faker))","Parmi ces athlètes, lesquels connais-tu ? (Simone Biles)","Parmi ces athlètes, lesquels connais-tu ? (Serena Williams)","Parmi ces athlètes, lesquels connais-tu ? (Seth Abner (scumperjumper))","Parmi ces athlètes, lesquels connais-tu ? (Choi Woo-je (Zeus))","Parmi ces athlètes, lesquels connais-tu ? (Shelly-Ann Fraser-Pryce)","Parmi ces athlètes, lesquels connais-tu ? (Kyle Storer (Torment))","Parmi ces athlètes, lesquels connais-tu ? (Nikola Kovač (NiKo))","Parmi ces athlètes, lesquels connais-tu ? (Hassiba Boulmerka)","Parmi ces athlètes, lesquels connais-tu ? (Aucun)"
EPXrxN,Pz8YdV,2023-10-17 13:53:34,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Call of Duty, Rocket League, Fortnite, Fifa",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
428D8b,Ex8D5X,2023-10-17 13:54:36,25-29 ans,Non,,,,,,,,,,,,,,,,,,Non,"League of Legends, Call of Duty, Dota 2, Fortnite, Fifa",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Serena Williams, Simone Biles",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PA6WX0,bWNrde,2023-10-17 13:56:13,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","Fortnite, Call of Duty, League of Legends, Fifa",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Oui,Peut être,Serena Williams,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6d7zrN,o2ldMX,2023-10-17 13:57:01,20-24 ans,Oui,"Danse (Just Dance), Tir à l'arc (Tic Tac Bow), Tir (Fortnite), Moto (Gran Turismo), Echec (Chess.com)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Grâce à l’évènement,,,,"Oui, je regarde","League of Legends, Counter Strike, Rocket League, Trackmania",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Que les grands évènments,E-sport,Non,Oui,Lee Sang-hyeok (Faker),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BGXqEe,kNOWx1,2023-10-17 14:05:39,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Street Fighter, Trackmania",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Quand je tombe dessus,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Simone Biles",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rl6ROR,2KOvzV,2023-10-17 14:06:55,20-24 ans,Oui,Danse (Just Dance),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Autre,,,,"Oui, je regarde","League of Legends, Street Fighter",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,"Serena Williams, Lee Sang-hyeok (Faker), Choi Woo-je (Zeus), Nikola Kovač (NiKo), Teddy Riner",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
lNyX6v,a2ZE19,2023-10-17 14:07:17,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Quand je tombe dessus,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rz01zd,Bx84oK,2023-10-17 14:08:24,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Fifa, Fortnite",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Non,Peut être,"Serena Williams, Teddy Riner",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OAzqJY,g9WNAO,2023-10-17 14:38:46,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Fifa, Dota 2, Fortnite, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Quand je tombe dessus,Sport traditionnel,Non,Peut être,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Simone Biles, Choi Woo-je (Zeus), Hassiba Boulmerka",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
xdp8Br,ABW6Bo,2023-10-17 14:56:36,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Call of Duty, Rocket League, Fortnite, Fifa, Street Fighter",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Simone Biles, Serena Williams",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rl6MWo,a2ZxrE,2023-10-17 15:10:24,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","Counter Strike, League of Legends, Call of Duty, Rocket League, Dota 2, Fortnite, Street Fighter, Fifa, Trackmania",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Choi Woo-je (Zeus)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
oAyjeN,GRYYrz,2023-10-17 15:16:37,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Simone Biles, Serena Williams, Choi Woo-je (Zeus)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
jByVB4,Z2PPY5,2023-10-17 15:18:20,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Dota 2, Rocket League, Fortnite, Street Fighter, Fifa, Trackmania",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
oAyjOP,ME88J8,2023-10-17 15:18:52,20-24 ans,Oui,"Danse (Just Dance), Tir à l'arc (Tic Tac Bow), Tir (Fortnite), Taekwondo (Virtual Taekwondo), Cyclisme (Zwift), Voile (Virtual Regatta), Baseball (Ebaseball : Power pros), Tennis (Tennis Clash), Moto (Gran Turismo), Echec (Chess.com), Triathlon (Zwift)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Grâce à l’évènement,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fifa, Fortnite, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Non,Non,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Choi Woo-je (Zeus), Nikola Kovač (NiKo)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
zKq6Qa,o2lllO,2023-10-17 15:19:59,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Rocket League, Dota 2, Fifa, Call of Duty, Fortnite, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Oui,Oui,Teddy Riner,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
oAyjk1,O788og,2023-10-17 15:21:17,20-24 ans,Oui,Tir à l'arc (Tic Tac Bow),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Autre,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Non,Peut être,"Teddy Riner, Lee Sang-hyeok (Faker), Choi Woo-je (Zeus)",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dY6yXV,W8llda,2023-10-17 15:23:52,20-24 ans,Oui,"Danse (Just Dance), Moto (Gran Turismo), Tennis (Tennis Clash), Echec (Chess.com), Voile (Virtual Regatta), Tir (Fortnite)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Grâce à l’évènement,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,Sport traditionnel,Oui,Oui,"Teddy Riner, Serena Williams, Choi Woo-je (Zeus), Nikola Kovač (NiKo), Hassiba Boulmerka",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
EPXOGl,yJeeR4,2023-10-17 15:24:02,Moins de 15 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Call of Duty, Rocket League, Fortnite, Fifa, Street Fighter",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Lee Sang-hyeok (Faker)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WAN7Wv,Bx88oA,2023-10-17 15:25:49,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Fortnite, Fifa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Quand je tombe dessus,Sport traditionnel,Oui,Oui,Teddy Riner,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9dWkE5,Z2PvOo,2023-10-17 15:32:44,20-24 ans,Oui,"Tir à l'arc (Tic Tac Bow), Cyclisme (Zwift), Tennis (Tennis Clash)",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Grâce à l’évènement,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Quand je tombe dessus,E-sport,Non,Non,"Lee Sang-hyeok (Faker), Teddy Riner, Nikola Kovač (NiKo)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
42869X,o2lKMe,2023-10-17 15:34:16,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Fortnite, Counter Strike",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 à 2 fois par semaine,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Choi Woo-je (Zeus), Seth Abner (scumperjumper)",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
g50l6M,O78d8k,2023-10-17 15:38:55,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Call of Duty, Rocket League, Fortnite, Fifa",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Oui,Non,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Rz0ARP,X4O1b4,2023-10-17 15:45:52,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Choi Woo-je (Zeus), Nikola Kovač (NiKo)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
24epQg,yJeolg,2023-10-17 15:54:50,20-24 ans,Oui,"Danse (Just Dance), Tir (Fortnite), Cyclisme (Zwift), Voile (Virtual Regatta), Tennis (Tennis Clash), Echec (Chess.com)",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Autre,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Simone Biles, Serena Williams, Choi Woo-je (Zeus), Nikola Kovač (NiKo)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
dY67Nd,8Zj6Px,2023-10-17 15:56:52,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Fortnite, Street Fighter, Fifa, Trackmania, Dota 2",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5dzNYo,jlGJRa,2023-10-17 16:06:23,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,Sport traditionnel,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Choi Woo-je (Zeus), Nikola Kovač (NiKo), Simone Biles",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PA6ooQ,ABW41k,2023-10-17 16:08:59,25-29 ans,Oui,"Voile (Virtual Regatta), Cyclisme (Zwift), Tennis (Tennis Clash), Moto (Gran Turismo), Echec (Chess.com)",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Grâce à l’évènement,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fifa, Fortnite, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Non,Non,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9dWVvp,X4O2eP,2023-10-17 16:15:43,25-29 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Fortnite",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 à 2 fois par semaine,E-sport,Non,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Simone Biles, Serena Williams, Choi Woo-je (Zeus), Nikola Kovač (NiKo)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
g502VP,yJedz4,2023-10-17 16:21:19,20-24 ans,Oui,"Voile (Virtual Regatta), Tennis (Tennis Clash)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Grâce à l’évènement,,,,Non,Aucun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Sport traditionnel,Non,Non,Serena Williams,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZdNqPo,pD4kjJ,2023-10-17 16:31:09,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Rocket League, Counter Strike, Call of Duty, Fifa, Fortnite, Dota 2, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Choi Woo-je (Zeus)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
BGXMAQ,Z2PD5z,2023-10-17 16:31:38,20-24 ans,Oui,"Danse (Just Dance), Voile (Virtual Regatta), Tir (Fortnite)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Grâce à ma pratique,,,,"Oui, je regarde",League of Legends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Que les grands évènments,E-sport,Oui,Oui,"Serena Williams, Simone Biles, Nikola Kovač (NiKo), Choi Woo-je (Zeus)",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
EPXyyr,19G6vb,2023-10-17 16:38:09,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Street Fighter, Trackmania",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Choi Woo-je (Zeus)",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0ExpDB,yJezbp,2023-10-17 16:46:04,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Call of Duty, Street Fighter, Fortnite, Fifa",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,Sport traditionnel,Non,Peut être,"Teddy Riner, Simone Biles, Serena Williams",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VZZLNv,VzoxrJ,2023-10-17 17:33:34,25-29 ans,Non,,,,,,,,,,,,,,,,,,Non,"League of Legends, Counter Strike, Fortnite, Fifa",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Serena Williams",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rllD2o,N78ERG,2023-10-17 17:47:18,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Fortnite, Dota 2",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Jamais / regarde les shorts,Sport traditionnel,Oui,Oui,"Teddy Riner, Serena Williams, Lee Sang-hyeok (Faker)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6ddDyB,Ex8ArA,2023-10-17 17:51:07,15-19 ans,Non,,,,,,,,,,,,,,,,,,"Non, mais je connais","League of Legends, Counter Strike, Call of Duty, Fortnite, Fifa, Rocket League",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,Sport traditionnel,Oui,Peut être,"Kyle Storer (Torment), Nikola Kovač (NiKo)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Rzzx5d,l6V5BW,2023-10-17 17:59:42,30-34 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Oui,Oui,"Teddy Riner, Lee Sang-hyeok (Faker), Serena Williams, Simone Biles, Choi Woo-je (Zeus), Nikola Kovač (NiKo)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
vNNMEX,O78gAk,2023-10-17 18:03:41,20-24 ans,Non,,,,,,,,,,,,,,,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Que les grands évènments,E-sport,Oui,Oui,"Nikola Kovač (NiKo), Choi Woo-je (Zeus), Serena Williams, Teddy Riner",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
VZZjvE,7N4e80,2023-10-17 18:19:58,Moins de 15 ans,Oui,Echec (Chess.com),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Grâce à ma pratique,,,,"Oui, je regarde","League of Legends, Call of Duty, Counter Strike, Rocket League, Fifa, Dota 2, Fortnite, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Oui,Non,"Teddy Riner, Simone Biles",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
VZZ0Dg,0eoY19,2023-10-17 20:07:17,25-29 ans,Oui,"Danse (Just Dance), Tir à l'arc (Tic Tac Bow), Tir (Fortnite), Moto (Gran Turismo), Echec (Chess.com)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Autre,,,,"Oui, je regarde","League of Legends, Counter Strike, Call of Duty, Rocket League, Dota 2, Fortnite, Fifa, Trackmania, Street Fighter",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1 à 2 fois par semaine,E-sport,Non,Non,"Teddy Riner, Lee Sang-hyeok (Faker), Simone Biles, Serena Williams, Choi Woo-je (Zeus)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
244e9b,xJ971r,2023-10-17 20:12:04,45-49 ans,Oui,"Cyclisme (Zwift), Moto (Gran Turismo), Echec (Chess.com)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Autre,Positif,Neutre,Mauvais,"Non, mais je connais","Trackmania, Street Fighter, Fifa, Call of Duty",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,Sport traditionnel,Non,Non,"Teddy Riner, Simone Biles, Serena Williams, Hassiba Boulmerka, Shelly-Ann Fraser-Pryce, Lee Sang-hyeok (Faker)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
